incidentType,state,county,incidentCount,FEMA$
Hurricane,Alabama,Cullman,18,17890.782222222224
Hurricane,Alabama,Dale,28,59958.72714285715
Hurricane,Alabama,Dallas,26,139958.76769230768
Hurricane,Alabama,DeKalb,18,15745.948888888894
Hurricane,Alabama,Elmore,24,27796.181666666667
Hurricane,Alabama,Escambia,72,123290.78361111114
Hurricane,Alabama,Franklin,10,88797.01199999999
Hurricane,Alabama,Geneva,30,99877.38333333333
Hurricane,Alabama,Greene,22,26890.76636363636
Hurricane,Alabama,Hale,16,25210.190000000002
Hurricane,Alabama,Henry,16,76322.17
Hurricane,Alabama,Houston,52,311530.46307692316
Hurricane,Alabama,Jackson,10,15918.518
Hurricane,Alabama,Jefferson,128,163204.89406250004
Hurricane,Alabama,Lamar,22,23545.77181818182
Hurricane,Alabama,Lauderdale,8,111596.34749999999
Hurricane,Alabama,Lawrence,8,14714.197499999998
Hurricane,Alabama,Lee,28,40892.17785714285
Hurricane,Alabama,Lowndes,16,18321.90625
Hurricane,Alabama,Macon,14,32957.549999999996
Hurricane,Alabama,Madison,2,4920.93
Hurricane,Alabama,Marengo,28,75318.2857142857
Hurricane,Alabama,Marion,24,16454.07416666667
Hurricane,Alabama,Marshall,18,17290.532222222224
Hurricane,Alabama,Mobile,322,274198.00378881994
Hurricane,Alabama,Monroe,42,43475.01904761905
Hurricane,Alabama,Montgomery,16,474844.79875
Hurricane,Alabama,Perry,18,60998.93888888889
Hurricane,Alabama,Pickens,22,36493.031818181815
Hurricane,Alabama,Pike,14,75383.28142857143
Hurricane,Alabama,Randolph,4,75968.055
Hurricane,Alabama,Russell,10,10498.098000000002
Hurricane,Alabama,Shelby,30,29037.40866666667
Hurricane,Alabama,Sumter,40,18150.699999999997
Hurricane,Alabama,Talladega,14,37573.79571428571
Hurricane,Alabama,Tallapoosa,20,25250.336999999996
Hurricane,Alabama,Tuscaloosa,30,151016.82266666665
Hurricane,Alabama,Washington,48,46780.349166666674
Hurricane,Alabama,Wilcox,30,310445.68400000007
Hurricane,Alabama,Winston,10,13995.241999999998
Hurricane,Arizona,Maricopa,7,46298.14714285715
Hurricane,Arizona,Pima,2,409202.18
Hurricane,Arkansas,Ashley,3,75412.25666666667
Hurricane,Arkansas,Benton,1,82800.08
Hurricane,Arkansas,Bradley,3,139963.04333333333
Hurricane,Arkansas,Calhoun,2,210665.18000000002
Hurricane,Arkansas,Chicot,3,23038.323333333334
Hurricane,Arkansas,Clark,3,31058.61333333333
Hurricane,Arkansas,Cleburne,1,4751.85
Hurricane,Arkansas,Cleveland,3,75992.02666666666
Hurricane,Arkansas,Conway,3,55382.563333333324
Hurricane,Arkansas,Craighead,2,26528.719999999998
Hurricane,Arkansas,Crawford,1,292789.02
Hurricane,Arkansas,Crittenden,1,12894.4
Hurricane,Arkansas,Dallas,1,206545.42
Hurricane,Arkansas,Drew,2,43131.72
Hurricane,Arkansas,Faulkner,2,103422.345
Hurricane,Arkansas,Franklin,1,32480.68
Hurricane,Arkansas,Fulton,1,1471.39
Hurricane,Arkansas,Garland,4,66944.7325
Hurricane,Arkansas,Hempstead,1,12768.38
Hurricane,Arkansas,Hot Spring,5,51535.659999999996
Hurricane,Arkansas,Independence,1,13978.28
Hurricane,Arkansas,Jackson,1,4871.3
Hurricane,Arkansas,Lafayette,1,2384.65
Hurricane,Arkansas,Lee,1,1985.61
Hurricane,Arkansas,Lincoln,3,105913.33
Hurricane,Arkansas,Little River,1,4486.79
Hurricane,Arkansas,Logan,1,17050.78
Hurricane,Arkansas,Miller,2,39941.880000000005
Hurricane,Arkansas,Mississippi,1,0.0
Hurricane,Arkansas,Montgomery,1,48650.33
Hurricane,Arkansas,Ouachita,1,2687.96
Hurricane,Arkansas,Perry,1,56869.99
Hurricane,Arkansas,Phillips,1,71635.36
Hurricane,Arkansas,Polk,1,66138.81
Hurricane,Arkansas,Pope,1,976.86
Hurricane,Arkansas,Prairie,2,37616.215
Hurricane,Arkansas,Pulaski,5,144190.498
Hurricane,Arkansas,Saline,6,94977.735
Hurricane,Arkansas,Scott,1,47981.58
Hurricane,Arkansas,Searcy,1,6856.02
Hurricane,Arkansas,Sebastian,2,606666.63
Hurricane,Arkansas,Sevier,1,5513.19
Hurricane,Arkansas,Sharp,1,22448.67
Hurricane,Arkansas,St. Francis,1,32467.94
Hurricane,Arkansas,Stone,1,1047.06
Hurricane,Arkansas,Union,1,0.0
Hurricane,Arkansas,Van Buren,3,73470.96333333333
Hurricane,Arkansas,Washington,1,112111.59
Hurricane,California,Alameda,2,56418.53
Hurricane,California,Kern,1,12468.27
Hurricane,California,Los Angeles,1,6757.31
Hurricane,California,Orange,1,1214.7
Hurricane,California,Riverside,2,116543.095
Hurricane,California,Sacramento,1,91759.12
Hurricane,California,San Diego,1,54240.05
Hurricane,California,San Joaquin,1,83649.67
Hurricane,California,Santa Barbara,1,7988.25
Hurricane,California,Santa Clara,1,194846.44
Hurricane,Connecticut,Fairfield,115,352494.005826087
Hurricane,Connecticut,Hartford,55,65177.198
Hurricane,Connecticut,Litchfield,49,58901.059591836754
Hurricane,Connecticut,Middlesex,52,142393.24365384615
Hurricane,Connecticut,New Haven,98,262087.5331632654
Hurricane,Connecticut,New London,79,131326.47493670887
Hurricane,Connecticut,Tolland,30,33991.51166666667
Hurricane,Connecticut,Windham,26,30559.236923076925
Hurricane,Delaware,Kent,46,18766.229347826087
Hurricane,Delaware,New Castle,91,135993.88582417587
Hurricane,Delaware,Sussex,70,15213.338142857141
Hurricane,DistrictofColumbia,District of Columbia,82,149075.90560975613
Hurricane,Florida,Alachua,54,539423.8607407408
Hurricane,Florida,Baker,18,162793.16944444444
Hurricane,Florida,Bay,104,3549972.108365386
Hurricane,Florida,Bradford,19,118690.47999999998
Hurricane,Florida,Brevard,199,785172.3528140704
Hurricane,Florida,Broward,404,1672964.948490099
Hurricane,Florida,Calhoun,20,1511080.8669999999
Hurricane,Florida,Charlotte,42,3489408.9088095226
Hurricane,Florida,Citrus,38,369059.2531578947
Hurricane,Florida,Clay,32,477803.1509375
Hurricane,Florida,Collier,106,1662409.8914150943
Hurricane,Florida,Columbia,18,212233.06
Hurricane,Florida,DeSoto,16,2303016.555
Hurricane,Florida,Dixie,24,235812.91333333333
Hurricane,Florida,Duval,87,1402981.4248275862
Hurricane,Florida,Escambia,71,6979806.720563379
Hurricane,Florida,Flagler,47,928724.0821276599
Hurricane,Florida,Franklin,29,313905.462413793
Hurricane,Florida,Gadsden,39,158547.4966666667
Hurricane,Florida,Gilchrist,13,69846.8
Hurricane,Florida,Glades,17,187041.53411764707
Hurricane,Florida,Gulf,30,170648.13733333338
Hurricane,Florida,Hamilton,9,102382.61444444445
Hurricane,Florida,Hardee,34,784283.9697058821
Hurricane,Florida,Hendry,33,365201.57212121214
Hurricane,Florida,Hernando,17,612604.4829411765
Hurricane,Florida,Highlands,50,480041.1355999999
Hurricane,Florida,Hillsborough,79,787070.0225316456
Hurricane,Florida,Holmes,24,181599.15749999997
Hurricane,Florida,Indian River,83,998891.0802409636
Hurricane,Florida,Jackson,37,301787.83405405405
Hurricane,Florida,Jefferson,15,59586.30599999999
Hurricane,Florida,Lafayette,9,44857.54666666667
Hurricane,Florida,Lake,94,479730.3789361706
Hurricane,Florida,Lee,153,1157231.1295424837
Hurricane,Florida,Leon,37,1435696.3297297293
Hurricane,Florida,Levy,47,157834.9295744681
Hurricane,Florida,Liberty,12,302732.55083333334
Hurricane,Florida,Madison,11,82766.64
Hurricane,Florida,Manatee,71,487959.0898591549
Hurricane,Florida,Marion,42,1562272.7190476188
Hurricane,Florida,Martin,71,1500072.1945070417
Hurricane,Florida,Miami-Dade,514,1719282.6512451372
Hurricane,Florida,Monroe,150,1213098.2478666669
Hurricane,Florida,Nassau,28,580112.6703571429
Hurricane,Florida,Okaloosa,67,599017.4950746268
Hurricane,Florida,Okeechobee,27,292854.9666666667
Hurricane,Florida,Orange,121,1374291.3290082645
Hurricane,Florida,Osceola,73,880170.200821918
Hurricane,Florida,Palm Beach,486,1107843.3049794247
Hurricane,Florida,Pasco,40,502815.36275
Hurricane,Florida,Pinellas,141,471214.9733333332
Hurricane,Florida,Polk,129,952110.8782945735
Hurricane,Florida,Putnam,37,406500.7
Hurricane,Florida,Santa Rosa,54,2343690.3470370364
Hurricane,Florida,Sarasota,70,519705.39499999996
Hurricane,Florida,Seminole,77,1308981.5985714283
Hurricane,Florida,St. Johns,72,1011656.6666666669
Hurricane,Florida,St. Lucie,87,2161895.456436781
Hurricane,Florida,Sumter,44,117669.89681818183
Hurricane,Florida,Suwannee,16,133222.17
Hurricane,Florida,Taylor,15,226248.674
Hurricane,Florida,Union,14,95351.08071428571
Hurricane,Florida,Volusia,204,937501.5764705879
Hurricane,Florida,Wakulla,19,115728.47210526316
Hurricane,Florida,Walton,35,532399.7128571429
Hurricane,Florida,Washington,22,248679.45681818185
Hurricane,Georgia,Appling,5,127300.11399999999
Hurricane,Georgia,Atkinson,4,193173.03
Hurricane,Georgia,Bacon,4,112339.95000000001
Hurricane,Georgia,Baker,4,547452.3975000001
Hurricane,Georgia,Baldwin,3,138750.59333333335
Hurricane,Georgia,Banks,3,361283.4166666667
Hurricane,Georgia,Barrow,4,37244.1625
Hurricane,Georgia,Ben Hill,10,78999.616
Hurricane,Georgia,Berrien,6,62155.75666666666
Hurricane,Georgia,Bibb,8,365976.40875
Hurricane,Georgia,Bleckley,6,31335.98833333333
Hurricane,Georgia,Brantley,8,214435.6425
Hurricane,Georgia,Brooks,8,78405.61000000002
Hurricane,Georgia,Bryan,9,201846.36777777775
Hurricane,Georgia,Bulloch,8,462689.7825
Hurricane,Georgia,Burke,3,18711.336666666666
Hurricane,Georgia,Butts,5,32858.259999999995
Hurricane,Georgia,Calhoun,6,21397.52666666667
Hurricane,Georgia,Camden,18,235912.66555555552
Hurricane,Georgia,Candler,7,76386.43857142857
Hurricane,Georgia,Carroll,10,49199.843
Hurricane,Georgia,Charlton,6,240498.76
Hurricane,Georgia,Chatham,69,808739.5559420291
Hurricane,Georgia,Chattahoochee,1,16430.25
Hurricane,Georgia,Cherokee,8,110740.06375
Hurricane,Georgia,Clarke,1,451829.22
Hurricane,Georgia,Clay,6,16916.171666666665
Hurricane,Georgia,Clayton,5,77746.182
Hurricane,Georgia,Clinch,4,117315.5775
Hurricane,Georgia,Cobb,11,21815.394545454546
Hurricane,Georgia,Coffee,13,52414.47846153847
Hurricane,Georgia,Colquitt,11,147595.27
Hurricane,Georgia,Columbia,3,80844.19666666667
Hurricane,Georgia,Cook,9,60204.41888888889
Hurricane,Georgia,Coweta,3,284931.7166666667
Hurricane,Georgia,Crawford,3,18156.036666666667
Hurricane,Georgia,Crisp,10,367437.987
Hurricane,Georgia,Dade,1,164233.68
Hurricane,Georgia,Dawson,4,57917.615
Hurricane,Georgia,DeKalb,20,247699.1585
Hurricane,Georgia,Decatur,11,75918.70272727274
Hurricane,Georgia,Dodge,10,158973.24700000003
Hurricane,Georgia,Dooly,7,15080.585714285715
Hurricane,Georgia,Dougherty,12,936237.2174999999
Hurricane,Georgia,Douglas,1,13432.39
Hurricane,Georgia,Early,8,86477.8775
Hurricane,Georgia,Echols,5,76716.39599999998
Hurricane,Georgia,Effingham,12,167166.8375
Hurricane,Georgia,Elbert,5,26034.787999999997
Hurricane,Georgia,Emanuel,6,140597.81
Hurricane,Georgia,Evans,9,71735.61555555555
Hurricane,Georgia,Fannin,1,83329.0
Hurricane,Georgia,Fayette,5,53251.098
Hurricane,Georgia,Floyd,1,9499.18
Hurricane,Georgia,Forsyth,6,78760.01333333334
Hurricane,Georgia,Franklin,4,62374.467500000006
Hurricane,Georgia,Fulton,29,254956.49655172418
Hurricane,Georgia,Gilmer,6,252160.14833333332
Hurricane,Georgia,Glascock,1,19224.89
Hurricane,Georgia,Glynn,20,1287602.9940000002
Hurricane,Georgia,Gordon,1,36471.23
Hurricane,Georgia,Grady,9,116598.7411111111
Hurricane,Georgia,Greene,4,28288.51
Hurricane,Georgia,Gwinnett,14,173187.53285714288
Hurricane,Georgia,Habersham,12,71770.11083333334
Hurricane,Georgia,Hall,6,157148.1366666667
Hurricane,Georgia,Hancock,3,58652.86000000001
Hurricane,Georgia,Haralson,3,78801.62666666666
Hurricane,Georgia,Harris,6,20069.278333333332
Hurricane,Georgia,Hart,5,43029.78199999999
Hurricane,Georgia,Heard,3,7865.856666666667
Hurricane,Georgia,Henry,2,154940.26
Hurricane,Georgia,Houston,12,116625.94000000002
Hurricane,Georgia,Irwin,4,32423.910000000003
Hurricane,Georgia,Jackson,3,88119.18333333333
Hurricane,Georgia,Jasper,5,62946.67599999999
Hurricane,Georgia,Jeff Davis,2,65431.175
Hurricane,Georgia,Jefferson,5,48440.666000000005
Hurricane,Georgia,Jenkins,4,36055.1425
Hurricane,Georgia,Johnson,5,30285.187999999995
Hurricane,Georgia,Jones,4,29024.8975
Hurricane,Georgia,Lamar,6,32706.798333333336
Hurricane,Georgia,Lanier,4,71134.555
Hurricane,Georgia,Laurens,11,146527.02545454545
Hurricane,Georgia,Lee,5,158039.242
Hurricane,Georgia,Liberty,22,214621.94363636363
Hurricane,Georgia,Lincoln,1,11323.3
Hurricane,Georgia,Long,5,81242.86000000002
Hurricane,Georgia,Lowndes,12,139881.395
Hurricane,Georgia,Lumpkin,6,209761.38
Hurricane,Georgia,Macon,9,23148.535555555558
Hurricane,Georgia,Madison,3,56571.93333333333
Hurricane,Georgia,Marion,3,14402.159999999998
Hurricane,Georgia,McDuffie,2,81919.78
Hurricane,Georgia,McIntosh,7,739983.5985714287
Hurricane,Georgia,Meriwether,2,8988.805
Hurricane,Georgia,Miller,5,89317.56400000001
Hurricane,Georgia,Mitchell,6,215003.8666666667
Hurricane,Georgia,Monroe,4,42735.44
Hurricane,Georgia,Montgomery,4,36164.475
Hurricane,Georgia,Morgan,3,41208.066666666666
Hurricane,Georgia,Muscogee,2,549015.125
Hurricane,Georgia,Newton,7,135623.13999999998
Hurricane,Georgia,Oconee,1,50800.15
Hurricane,Georgia,Oglethorpe,2,25258.25
Hurricane,Georgia,Peach,9,148223.6588888889
Hurricane,Georgia,Pickens,3,64092.02
Hurricane,Georgia,Pierce,8,114771.46125
Hurricane,Georgia,Pike,2,10813.904999999999
Hurricane,Georgia,Pulaski,4,48625.99250000001
Hurricane,Georgia,Putnam,6,44645.17333333333
Hurricane,Georgia,Quitman,2,51948.86
Hurricane,Georgia,Rabun,13,66894.31230769231
Hurricane,Georgia,Randolph,6,82018.26833333333
Hurricane,Georgia,Richmond,3,173390.15333333335
Hurricane,Georgia,Rockdale,3,79865.72
Hurricane,Georgia,Schley,3,15864.653333333334
Hurricane,Georgia,Screven,6,122495.69666666666
Hurricane,Georgia,Seminole,5,4398892.602
Hurricane,Georgia,Spalding,6,157938.64166666663
Hurricane,Georgia,Stephens,5,70982.094
Hurricane,Georgia,Stewart,4,42335.7325
Hurricane,Georgia,Sumter,8,165036.2575
Hurricane,Georgia,Talbot,2,79483.87
Hurricane,Georgia,Taliaferro,1,4612.5
Hurricane,Georgia,Tattnall,11,99374.24636363635
Hurricane,Georgia,Taylor,3,33411.253333333334
Hurricane,Georgia,Telfair,7,43883.24571428572
Hurricane,Georgia,Terrell,5,69430.736
Hurricane,Georgia,Thomas,8,331182.7525
Hurricane,Georgia,Tift,9,84625.82
Hurricane,Georgia,Toombs,9,81316.36666666665
Hurricane,Georgia,Towns,3,39183.443333333336
Hurricane,Georgia,Treutlen,4,38419.885
Hurricane,Georgia,Troup,2,40360.77
Hurricane,Georgia,Turner,8,82833.2525
Hurricane,Georgia,Twiggs,3,56702.60333333333
Hurricane,Georgia,Union,2,40115.64
Hurricane,Georgia,Upson,6,43666.41166666667
Hurricane,Georgia,Walker,2,23699.140000000003
Hurricane,Georgia,Walton,5,72967.948
Hurricane,Georgia,Ware,6,171089.62166666664
Hurricane,Georgia,Warren,2,32304.775
Hurricane,Georgia,Washington,9,47293.723333333335
Hurricane,Georgia,Wayne,9,172097.93
Hurricane,Georgia,Webster,2,26347.230000000003
Hurricane,Georgia,Wheeler,2,38585.285
Hurricane,Georgia,White,4,62915.8675
Hurricane,Georgia,Whitfield,1,6671.02
Hurricane,Georgia,Wilcox,6,18940.71
Hurricane,Georgia,Wilkes,8,121032.76375000001
Hurricane,Georgia,Wilkinson,14,16358.780714285711
Hurricane,Georgia,Worth,10,120769.80900000001
Hurricane,Hawaii,Hawaii,6,493223.10500000004
Hurricane,Hawaii,Kauai,6,328926.0016666667
Hurricane,Hawaii,Maui,4,343858.0225
Hurricane,Illinois,Champaign,1,5527.61
Hurricane,Illinois,Clinton,1,3900.0
Hurricane,Illinois,Cook,7,164809.80000000002
Hurricane,Illinois,DuPage,1,6537.79
Hurricane,Illinois,Kane,2,20358.255
Hurricane,Illinois,Lake,1,77931.6
Hurricane,Illinois,Macon,1,2667.47
Hurricane,Illinois,Madison,3,39761.333333333336
Hurricane,Illinois,Monroe,1,2146.0
Hurricane,Illinois,Peoria,1,6720.75
Hurricane,Illinois,Sangamon,1,4286.81
Hurricane,Illinois,St. Clair,2,10444.16
Hurricane,Illinois,Winnebago,2,18686.940000000002
Hurricane,Indiana,Marion,2,49677.775
Hurricane,Iowa,Linn,1,15093.12
Hurricane,Iowa,Polk,5,6856.644
Hurricane,Kansas,Finney,1,1033.57
Hurricane,Kansas,Johnson,1,2288.1
Hurricane,Kansas,Saline,3,4370.41
Hurricane,Kansas,Sedgwick,2,30635.195
Hurricane,Kansas,Shawnee,1,41557.45
Hurricane,Louisiana,Acadia,58,166938.0232758621
Hurricane,Louisiana,Allen,64,47411.9296875
Hurricane,Louisiana,Ascension,56,339863.57642857154
Hurricane,Louisiana,Assumption,33,149945.40636363637
Hurricane,Louisiana,Avoyelles,49,77680.58816326532
Hurricane,Louisiana,Beauregard,33,89796.12787878784
Hurricane,Louisiana,Bienville,6,24567.103333333333
Hurricane,Louisiana,Bossier,20,115579.01999999995
Hurricane,Louisiana,Caddo,24,88488.70708333334
Hurricane,Louisiana,Calcasieu,147,700624.1029251706
Hurricane,Louisiana,Caldwell,13,29841.477692307693
Hurricane,Louisiana,Cameron,34,6664665.435000001
Hurricane,Louisiana,Catahoula,15,31761.014
Hurricane,Louisiana,Claiborne,7,17945.501428571424
Hurricane,Louisiana,Concordia,13,40789.32538461538
Hurricane,Louisiana,De Soto,12,45900.24666666665
Hurricane,Louisiana,E. Baton Rouge,106,16255685.807735845
Hurricane,Louisiana,E. Carroll,6,31543.575
Hurricane,Louisiana,E. Feliciana,37,188881.4635135135
Hurricane,Louisiana,Evangeline,33,160488.1996969697
Hurricane,Louisiana,Franklin,12,124174.87749999999
Hurricane,Louisiana,Grant,19,23092.764736842102
Hurricane,Louisiana,Iberia,47,531263.3221276595
Hurricane,Louisiana,Iberville,38,399719.2347368422
Hurricane,Louisiana,Jackson,6,30580.78333333333
Hurricane,Louisiana,Jefferson,230,2622870.4497391297
Hurricane,Louisiana,Jefferson Davis,54,76850.26277777777
Hurricane,Louisiana,La Salle,17,20998.74647058823
Hurricane,Louisiana,Lafayette,72,496731.81097222224
Hurricane,Louisiana,Lafourche,107,520563.70943925256
Hurricane,Louisiana,Lincoln,17,46571.59764705883
Hurricane,Louisiana,Livingston,86,302345.2711627907
Hurricane,Louisiana,Madison,3,99200.05
Hurricane,Louisiana,Morehouse,14,52227.15142857143
Hurricane,Louisiana,Natchitoches,20,84041.41249999999
Hurricane,Louisiana,Orleans,367,13544266.6665395
Hurricane,Louisiana,Ouachita,35,121931.28199999998
Hurricane,Louisiana,Plaquemines,40,22466400.185249995
Hurricane,Louisiana,Pointe Coupee,39,323107.2297435897
Hurricane,Louisiana,Rapides,57,170212.9336842105
Hurricane,Louisiana,Red River,3,61292.119999999995
Hurricane,Louisiana,Richland,13,77217.14384615385
Hurricane,Louisiana,Sabine,30,28802.585000000003
Hurricane,Louisiana,St. Bernard,49,36928194.49693878
Hurricane,Louisiana,St. Charles,49,638916.7065306122
Hurricane,Louisiana,St. Helena,25,54700.954800000014
Hurricane,Louisiana,St. James,37,241295.50675675675
Hurricane,Louisiana,St. John the Baptist,35,1854907.2908571425
Hurricane,Louisiana,St. Landry,86,139617.30267441866
Hurricane,Louisiana,St. Martin,33,128231.27666666663
Hurricane,Louisiana,St. Mary,130,137843.44053846152
Hurricane,Louisiana,St. Tammany,178,2776828.277191012
Hurricane,Louisiana,Tangipahoa,96,250971.0198958333
Hurricane,Louisiana,Tensas,10,101614.15800000001
Hurricane,Louisiana,Terrebonne,145,465160.30717241403
Hurricane,Louisiana,Union,9,32957.27444444444
Hurricane,Louisiana,Vermilion,96,596315.9673958331
Hurricane,Louisiana,Vernon,30,84098.60466666665
Hurricane,Louisiana,W. Baton Rouge,31,139083.13838709678
Hurricane,Louisiana,W. Carroll,5,20955.516000000003
Hurricane,Louisiana,W. Feliciana,28,239076.58464285714
Hurricane,Louisiana,Washington,57,2077347.9870175442
Hurricane,Louisiana,Webster,5,131066.87
Hurricane,Louisiana,Winn,11,19259.344545454547
Hurricane,Maine,Androscoggin,9,31401.130000000005
Hurricane,Maine,Cumberland,7,8968.23
Hurricane,Maine,Franklin,18,37301.55555555556
Hurricane,Maine,Kennebec,9,18106.846666666665
Hurricane,Maine,Lincoln,10,3562.6189999999997
Hurricane,Maine,Oxford,30,32063.21333333333
Hurricane,Maine,Somerset,12,10655.208333333334
Hurricane,Maine,York,27,12448.56259259259
Hurricane,Maryland,Allegany,11,17341.68909090909
Hurricane,Maryland,Anne Arundel,20,282234.951
Hurricane,Maryland,Baltimore,45,108371.80933333335
Hurricane,Maryland,Baltimore (city),27,344146.62555555557
Hurricane,Maryland,Calvert,43,88352.82930232557
Hurricane,Maryland,Caroline,48,26739.477708333332
Hurricane,Maryland,Carroll,23,41262.20086956522
Hurricane,Maryland,Cecil,35,31151.22028571429
Hurricane,Maryland,Charles,36,153118.82027777785
Hurricane,Maryland,Dorchester,32,31140.081874999996
Hurricane,Maryland,Frederick,25,61949.394400000005
Hurricane,Maryland,Garrett,20,67312.6995
Hurricane,Maryland,Harford,77,56299.58610389613
Hurricane,Maryland,Howard,17,101310.38588235293
Hurricane,Maryland,Kent,45,18184.695333333333
Hurricane,Maryland,Montgomery,68,118892.44499999995
Hurricane,Maryland,Prince George's,44,110716.2347727273
Hurricane,Maryland,Queen Anne's,47,45014.60617021276
Hurricane,Maryland,Somerset,34,144959.9932352941
Hurricane,Maryland,St. Mary's,41,98484.00780487804
Hurricane,Maryland,Talbot,26,38676.60500000001
Hurricane,Maryland,Washington,29,16018.32379310345
Hurricane,Maryland,Wicomico,33,32461.08848484849
Hurricane,Maryland,Worcester,30,58009.93700000001
Hurricane,Massachusetts,Barnstable,70,38132.300571428575
Hurricane,Massachusetts,Berkshire,43,205992.62837209296
Hurricane,Massachusetts,Bristol,50,69405.83840000002
Hurricane,Massachusetts,Dukes,15,46363.93
Hurricane,Massachusetts,Essex,33,12011.890606060606
Hurricane,Massachusetts,Franklin,34,301132.1491176471
Hurricane,Massachusetts,Hampden,20,89919.4935
Hurricane,Massachusetts,Hampshire,20,44104.9745
Hurricane,Massachusetts,Middlesex,54,29384.48425925926
Hurricane,Massachusetts,Nantucket,3,14129.6
Hurricane,Massachusetts,Norfolk,34,65046.665294117636
Hurricane,Massachusetts,Plymouth,82,44255.611829268295
Hurricane,Massachusetts,Suffolk,11,208594.75727272732
Hurricane,Massachusetts,Worcester,52,15003.596153846152
Hurricane,Michigan,Berrien,1,3812.66
Hurricane,Michigan,Calhoun,4,11929.1875
Hurricane,Michigan,Ingham,1,388052.91
Hurricane,Michigan,Kalamazoo,1,189138.51
Hurricane,Michigan,Kent,2,36115.395
Hurricane,Michigan,Macomb,1,1405.69
Hurricane,Michigan,Oakland,1,3700.14
Hurricane,Michigan,Washtenaw,1,59003.66
Hurricane,Michigan,Wayne,2,135710.66
Hurricane,Minnesota,Morrison,1,1773.28
Hurricane,Mississippi,Adams,10,93672.03
Hurricane,Mississippi,Alcorn,3,86390.93333333333
Hurricane,Mississippi,Amite,11,41620.88727272727
Hurricane,Mississippi,Attala,5,43833.166
Hurricane,Mississippi,Bolivar,7,26648.365714285716
Hurricane,Mississippi,Calhoun,5,7607.395999999999
Hurricane,Mississippi,Carroll,2,14869.745
Hurricane,Mississippi,Chickasaw,6,22988.826666666664
Hurricane,Mississippi,Choctaw,6,30137.09166666667
Hurricane,Mississippi,Claiborne,8,139343.22499999998
Hurricane,Mississippi,Clarke,23,51248.69260869566
Hurricane,Mississippi,Clay,6,31281.63
Hurricane,Mississippi,Coahoma,2,55704.84
Hurricane,Mississippi,Copiah,19,62691.04421052632
Hurricane,Mississippi,Covington,22,171806.9359090909
Hurricane,Mississippi,DeSoto,7,67520.63428571429
Hurricane,Mississippi,Forrest,38,486718.27552631614
Hurricane,Mississippi,Franklin,11,15179.161818181818
Hurricane,Mississippi,George,20,162851.7145
Hurricane,Mississippi,Greene,24,680524.7570833333
Hurricane,Mississippi,Grenada,3,38375.159999999996
Hurricane,Mississippi,Hancock,72,7525956.15625
Hurricane,Mississippi,Harrison,100,11470126.467800003
Hurricane,Mississippi,Hinds,23,381683.41739130433
Hurricane,Mississippi,Holmes,9,47720.85555555555
Hurricane,Mississippi,Humphreys,5,79342.566
Hurricane,Mississippi,Issaquena,3,13549.573333333334
Hurricane,Mississippi,Itawamba,2,12744.825
Hurricane,Mississippi,Jackson,79,3231973.7288607587
Hurricane,Mississippi,Jasper,14,778146.2971428573
Hurricane,Mississippi,Jefferson,4,32944.085
Hurricane,Mississippi,Jefferson Davis,13,336329.85692307696
Hurricane,Mississippi,Jones,43,968003.5734883721
Hurricane,Mississippi,Kemper,11,20552.01090909091
Hurricane,Mississippi,Lafayette,4,31774.915
Hurricane,Mississippi,Lamar,22,144414.19772727272
Hurricane,Mississippi,Lauderdale,27,335446.5077777778
Hurricane,Mississippi,Lawrence,12,317757.94166666665
Hurricane,Mississippi,Leake,10,17272.415
Hurricane,Mississippi,Lee,12,23817.39249999999
Hurricane,Mississippi,Leflore,6,59731.87666666667
Hurricane,Mississippi,Lincoln,14,107611.93928571431
Hurricane,Mississippi,Lowndes,14,75443.40714285713
Hurricane,Mississippi,Madison,6,622131.5916666667
Hurricane,Mississippi,Marion,19,813480.6889473684
Hurricane,Mississippi,Marshall,3,15799.29
Hurricane,Mississippi,Monroe,13,14843.574615384616
Hurricane,Mississippi,Montgomery,5,12349.16
Hurricane,Mississippi,Neshoba,15,108951.95533333333
Hurricane,Mississippi,Newton,22,44336.08318181818
Hurricane,Mississippi,Noxubee,12,22935.330833333337
Hurricane,Mississippi,Oktibbeha,5,71938.13
Hurricane,Mississippi,Panola,6,31576.671666666673
Hurricane,Mississippi,Pearl River,31,3431011.14
Hurricane,Mississippi,Perry,22,32816.19
Hurricane,Mississippi,Pike,33,98619.96030303028
Hurricane,Mississippi,Pontotoc,3,10703.573333333334
Hurricane,Mississippi,Prentiss,1,7682.08
Hurricane,Mississippi,Quitman,3,7787.56
Hurricane,Mississippi,Rankin,18,243748.7883333333
Hurricane,Mississippi,Scott,9,94288.74
Hurricane,Mississippi,Sharkey,3,17053.366666666665
Hurricane,Mississippi,Simpson,13,341761.9630769231
Hurricane,Mississippi,Smith,11,116208.02818181818
Hurricane,Mississippi,Stone,17,2019081.0923529412
Hurricane,Mississippi,Sunflower,9,20855.386666666665
Hurricane,Mississippi,Tallahatchie,8,7577.157499999999
Hurricane,Mississippi,Tate,1,8058.56
Hurricane,Mississippi,Tippah,3,7690.8533333333335
Hurricane,Mississippi,Tishomingo,2,8376.939999999999
Hurricane,Mississippi,Tunica,2,63242.9
Hurricane,Mississippi,Walthall,11,215566.32636363638
Hurricane,Mississippi,Warren,10,59357.61100000001
