,State County FIPS,Postal Code,Name,Median Household Income
1294,"26 , 131",MI,Ontonagon County,31293
1295,"26 , 133",MI,Osceola County,35005
1296,"26 , 135",MI,Oscoda County,28291
1297,"26 , 137",MI,Otsego County,42359
1298,"26 , 139",MI,Ottawa County,54107
1299,"26 , 141",MI,Presque Isle County,33050
1300,"26 , 143",MI,Roscommon County,30062
1301,"26 , 145",MI,Saginaw County,37954
1302,"26 , 147",MI,St. Clair County,47523
1303,"26 , 149",MI,St. Joseph County,39712
1304,"26 , 151",MI,Sanilac County,37100
1305,"26 , 153",MI,Schoolcraft County,32380
1306,"26 , 155",MI,Shiawassee County,43356
1307,"26 , 157",MI,Tuscola County,39862
1308,"26 , 159",MI,Van Buren County,40513
1309,"26 , 161",MI,Washtenaw County,54542
1310,"26 , 163",MI,Wayne County,37903
1311,"26 , 165",MI,Wexford County,36351
1312,"27 , 1",MN,Aitkin County,32997
1313,"27 , 3",MN,Anoka County,61249
1314,"27 , 5",MN,Becker County,38824
1315,"27 , 7",MN,Beltrami County,35152
1316,"27 , 9",MN,Benton County,45430
1317,"27 , 11",MN,Big Stone County,33092
1318,"27 , 13",MN,Blue Earth County,39692
1319,"27 , 15",MN,Brown County,43080
1320,"27 , 17",MN,Carlton County,42651
1321,"27 , 19",MN,Carver County,74242
1322,"27 , 21",MN,Cass County,37833
1323,"27 , 23",MN,Chippewa County,38407
1324,"27 , 25",MN,Chisago County,58605
1325,"27 , 27",MN,Clay County,41390
1326,"27 , 29",MN,Clearwater County,32571
1327,"27 , 31",MN,Cook County,38728
1328,"27 , 33",MN,Cottonwood County,36066
1329,"27 , 35",MN,Crow Wing County,39608
1330,"27 , 37",MN,Dakota County,65512
1331,"27 , 39",MN,Dodge County,54702
1332,"27 , 41",MN,Douglas County,41975
1333,"27 , 43",MN,Faribault County,37541
1334,"27 , 45",MN,Fillmore County,39674
1335,"27 , 47",MN,Freeborn County,38373
1336,"27 , 49",MN,Goodhue County,50443
1337,"27 , 51",MN,Grant County,37293
1338,"27 , 53",MN,Hennepin County,53815
1339,"27 , 55",MN,Houston County,43713
1340,"27 , 57",MN,Hubbard County,36491
1341,"27 , 59",MN,Isanti County,53908
1342,"27 , 61",MN,Itasca County,38526
1343,"27 , 63",MN,Jackson County,39182
1344,"27 , 65",MN,Kanabec County,41027
1345,"27 , 67",MN,Kandiyohi County,41821
1346,"27 , 69",MN,Kittson County,36476
1347,"27 , 71",MN,Koochiching County,38672
1348,"27 , 73",MN,Lac qui Parle County,34398
1349,"27 , 75",MN,Lake County,43755
1350,"27 , 77",MN,Lake of the Woods County,35498
1351,"27 , 79",MN,Le Sueur County,48239
1352,"27 , 81",MN,Lincoln County,33516
1353,"27 , 83",MN,Lyon County,41281
1354,"27 , 85",MN,McLeod County,47749
1355,"27 , 87",MN,Mahnomen County,30264
1356,"27 , 89",MN,Marshall County,41978
1357,"27 , 91",MN,Martin County,38714
1358,"27 , 93",MN,Meeker County,43403
1359,"27 , 95",MN,Mille Lacs County,39592
1360,"27 , 97",MN,Morrison County,38954
1361,"27 , 99",MN,Mower County,38979
1362,"27 , 101",MN,Murray County,37834
1363,"27 , 103",MN,Nicollet County,46406
1364,"27 , 105",MN,Nobles County,38315
1365,"27 , 107",MN,Norman County,36013
1366,"27 , 109",MN,Olmsted County,56808
1367,"27 , 111",MN,Otter Tail County,37492
1368,"27 , 113",MN,Pennington County,37231
1369,"27 , 115",MN,Pine County,37817
1370,"27 , 117",MN,Pipestone County,36893
1371,"27 , 119",MN,Polk County,37438
1372,"27 , 121",MN,Pope County,38627
1373,"27 , 123",MN,Ramsey County,46684
1374,"27 , 125",MN,Red Lake County,35879
1375,"27 , 127",MN,Redwood County,38387
1376,"27 , 129",MN,Renville County,39412
1377,"27 , 131",MN,Rice County,49404
1378,"27 , 133",MN,Rock County,40121
1379,"27 , 135",MN,Roseau County,44330
1380,"27 , 137",MN,St. Louis County,39492
1381,"27 , 139",MN,Scott County,74077
1382,"27 , 141",MN,Sherburne County,62349
1383,"27 , 143",MN,Sibley County,41932
1384,"27 , 145",MN,Stearns County,45757
1385,"27 , 147",MN,Steele County,48720
1386,"27 , 149",MN,Stevens County,39575
1387,"27 , 151",MN,Swift County,35656
1388,"27 , 153",MN,Todd County,33744
1389,"27 , 155",MN,Traverse County,33285
1390,"27 , 157",MN,Wabasha County,45126
1391,"27 , 159",MN,Wadena County,32261
1392,"27 , 161",MN,Waseca County,43650
1393,"27 , 163",MN,Washington County,72210
1394,"27 , 165",MN,Watonwan County,37096
1395,"27 , 167",MN,Wilkin County,41809
1396,"27 , 169",MN,Winona County,39647
1397,"27 , 171",MN,Wright County,60326
1398,"27 , 173",MN,Yellow Medicine County,36299
1399,"28 , 1",MS,Adams County,25381
1400,"28 , 3",MS,Alcorn County,30158
1401,"28 , 5",MS,Amite County,27609
1402,"28 , 7",MS,Attala County,26544
1403,"28 , 9",MS,Benton County,25571
1404,"28 , 11",MS,Bolivar County,23825
1405,"28 , 13",MS,Calhoun County,27935
1406,"28 , 15",MS,Carroll County,30728
1407,"28 , 17",MS,Chickasaw County,28030
1408,"28 , 19",MS,Choctaw County,26707
1409,"28 , 21",MS,Claiborne County,22892
1410,"28 , 23",MS,Clarke County,27340
1411,"28 , 25",MS,Clay County,27912
1412,"28 , 27",MS,Coahoma County,23416
1413,"28 , 29",MS,Copiah County,27075
1414,"28 , 31",MS,Covington County,27632
1415,"28 , 33",MS,DeSoto County,51952
1416,"28 , 35",MS,Forrest County,29411
1417,"28 , 37",MS,Franklin County,26312
1418,"28 , 39",MS,George County,36469
1419,"28 , 41",MS,Greene County,28784
1420,"28 , 43",MS,Grenada County,29099
1421,"28 , 45",MS,Hancock County,36058
1422,"28 , 47",MS,Harrison County,35062
1423,"28 , 49",MS,Hinds County,34115
1424,"28 , 51",MS,Holmes County,19128
1425,"28 , 53",MS,Humphreys County,20193
1426,"28 , 55",MS,Issaquena County,19893
1427,"28 , 57",MS,Itawamba County,34403
1428,"28 , 59",MS,Jackson County,39455
1429,"28 , 61",MS,Jasper County,25871
1430,"28 , 63",MS,Jefferson County,19836
1431,"28 , 65",MS,Jefferson Davis County,22027
1432,"28 , 67",MS,Jones County,29282
1433,"28 , 69",MS,Kemper County,24763
1434,"28 , 71",MS,Lafayette County,31338
1435,"28 , 73",MS,Lamar County,39520
1436,"28 , 75",MS,Lauderdale County,31597
1437,"28 , 77",MS,Lawrence County,30242
1438,"28 , 79",MS,Leake County,27646
1439,"28 , 81",MS,Lee County,37057
1440,"28 , 83",MS,Leflore County,21943
1441,"28 , 85",MS,Lincoln County,30353
1442,"28 , 87",MS,Lowndes County,31899
1443,"28 , 89",MS,Madison County,49648
1444,"28 , 91",MS,Marion County,26576
1445,"28 , 93",MS,Marshall County,29673
1446,"28 , 95",MS,Monroe County,30958
1447,"28 , 97",MS,Montgomery County,25959
1448,"28 , 99",MS,Neshoba County,30533
1449,"28 , 101",MS,Newton County,30062
1450,"28 , 103",MS,Noxubee County,22163
1451,"28 , 105",MS,Oktibbeha County,27691
1452,"28 , 107",MS,Panola County,27953
1453,"28 , 109",MS,Pearl River County,32160
1454,"28 , 111",MS,Perry County,28994
1455,"28 , 113",MS,Pike County,25518
1456,"28 , 115",MS,Pontotoc County,33888
1457,"28 , 117",MS,Prentiss County,29849
1458,"28 , 119",MS,Quitman County,21217
1459,"28 , 121",MS,Rankin County,46621
1460,"28 , 123",MS,Scott County,27466
1461,"28 , 125",MS,Sharkey County,22386
1462,"28 , 127",MS,Simpson County,28178
1463,"28 , 129",MS,Smith County,29306
1464,"28 , 131",MS,Stone County,32125
1465,"28 , 133",MS,Sunflower County,22527
1466,"28 , 135",MS,Tallahatchie County,23111
1467,"28 , 137",MS,Tate County,36210
1468,"28 , 139",MS,Tippah County,30534
1469,"28 , 141",MS,Tishomingo County,29643
1470,"28 , 143",MS,Tunica County,26230
1471,"28 , 145",MS,Union County,33936
1472,"28 , 147",MS,Walthall County,23620
1473,"28 , 149",MS,Warren County,35569
1474,"28 , 151",MS,Washington County,24813
1475,"28 , 153",MS,Wayne County,26692
1476,"28 , 155",MS,Webster County,28259
1477,"28 , 157",MS,Wilkinson County,21321
1478,"28 , 159",MS,Winston County,27884
1479,"28 , 161",MS,Yalobusha County,28414
1480,"28 , 163",MS,Yazoo County,24978
1481,"29 , 1",MO,Adair County,28651
1482,"29 , 3",MO,Andrew County,43337
1483,"29 , 5",MO,Atchison County,33091
1484,"29 , 7",MO,Audrain County,32681
1485,"29 , 9",MO,Barry County,30767
1486,"29 , 11",MO,Barton County,32297
1487,"29 , 13",MO,Bates County,34163
1488,"29 , 15",MO,Benton County,28074
1489,"29 , 17",MO,Bollinger County,32387
1490,"29 , 19",MO,Boone County,40084
1491,"29 , 21",MO,Buchanan County,35762
1492,"29 , 23",MO,Butler County,29012
1493,"29 , 25",MO,Caldwell County,34813
1494,"29 , 27",MO,Callaway County,39370
1495,"29 , 29",MO,Camden County,36833
1496,"29 , 31",MO,Cape Girardeau County,38991
1497,"29 , 33",MO,Carroll County,32438
1498,"29 , 35",MO,Carter County,25314
1499,"29 , 37",MO,Cass County,51711
1500,"29 , 39",MO,Cedar County,27717
1501,"29 , 41",MO,Chariton County,33734
1502,"29 , 43",MO,Christian County,42643
1503,"29 , 45",MO,Clark County,32458
1504,"29 , 47",MO,Clay County,53657
1505,"29 , 49",MO,Clinton County,44539
1506,"29 , 51",MO,Cole County,46892
1507,"29 , 53",MO,Cooper County,36023
1508,"29 , 55",MO,Crawford County,32375
1509,"29 , 57",MO,Dade County,31295
1510,"29 , 59",MO,Dallas County,29237
1511,"29 , 61",MO,Daviess County,32518
1512,"29 , 63",MO,DeKalb County,31850
1513,"29 , 65",MO,Dent County,27811
1514,"29 , 67",MO,Douglas County,26804
1515,"29 , 69",MO,Dunklin County,27198
1516,"29 , 71",MO,Franklin County,45501
1517,"29 , 73",MO,Gasconade County,36058
1518,"29 , 75",MO,Gentry County,30722
1519,"29 , 77",MO,Greene County,36046
1520,"29 , 79",MO,Grundy County,28852
1521,"29 , 81",MO,Harrison County,29065
1522,"29 , 83",MO,Henry County,32855
1523,"29 , 85",MO,Hickory County,25851
1524,"29 , 87",MO,Holt County,31652
1525,"29 , 89",MO,Howard County,31938
1526,"29 , 91",MO,Howell County,27815
1527,"29 , 93",MO,Iron County,27605
1528,"29 , 95",MO,Jackson County,42167
1529,"29 , 97",MO,Jasper County,32487
1530,"29 , 99",MO,Jefferson County,49903
1531,"29 , 101",MO,Johnson County,37791
1532,"29 , 103",MO,Knox County,29281
1533,"29 , 105",MO,Laclede County,31551
1534,"29 , 107",MO,Lafayette County,38886
1535,"29 , 109",MO,Lawrence County,31941
1536,"29 , 111",MO,Lewis County,32755
1537,"29 , 113",MO,Lincoln County,46968
1538,"29 , 115",MO,Linn County,29924
1539,"29 , 117",MO,Livingston County,32894
1540,"29 , 119",MO,McDonald County,28480
1541,"29 , 121",MO,Macon County,32516
1542,"29 , 123",MO,Madison County,28158
1543,"29 , 125",MO,Maries County,32829
1544,"29 , 127",MO,Marion County,33723
1545,"29 , 129",MO,Mercer County,28670
1546,"29 , 131",MO,Miller County,31343
1547,"29 , 133",MO,Mississippi County,25282
1548,"29 , 135",MO,Moniteau County,36829
1549,"29 , 137",MO,Monroe County,32791
1550,"29 , 139",MO,Montgomery County,34751
1551,"29 , 141",MO,Morgan County,31109
1552,"29 , 143",MO,New Madrid County,28984
1553,"29 , 145",MO,Newton County,35215
1554,"29 , 147",MO,Nodaway County,34075
1555,"29 , 149",MO,Oregon County,24287
1556,"29 , 151",MO,Osage County,40744
1557,"29 , 153",MO,Ozark County,25784
1558,"29 , 155",MO,Pemiscot County,24135
1559,"29 , 157",MO,Perry County,38209
1560,"29 , 159",MO,Pettis County,33669
1561,"29 , 161",MO,Phelps County,32436
1562,"29 , 163",MO,Pike County,33188
1563,"29 , 165",MO,Platte County,60117
1564,"29 , 167",MO,Polk County,31402
1565,"29 , 169",MO,Pulaski County,37764
1566,"29 , 171",MO,Putnam County,28019
1567,"29 , 173",MO,Ralls County,38619
1568,"29 , 175",MO,Randolph County,32205
1569,"29 , 177",MO,Ray County,44099
1570,"29 , 179",MO,Reynolds County,25782
1571,"29 , 181",MO,Ripley County,25295
1572,"29 , 183",MO,St. Charles County,63251
1573,"29 , 185",MO,St. Clair County,26520
1574,"29 , 186",MO,Ste. Genevieve County,42377
1575,"29 , 187",MO,St. Francois County,32531
1576,"29 , 189",MO,St. Louis County,51453
1577,"29 , 195",MO,Saline County,32547
1578,"29 , 197",MO,Schuyler County,28910
1579,"29 , 199",MO,Scotland County,29132
1580,"29 , 201",MO,Scott County,33051
1581,"29 , 203",MO,Shannon County,22025
1582,"29 , 205",MO,Shelby County,31097
1583,"29 , 207",MO,Stoddard County,30202
1584,"29 , 209",MO,Stone County,33808
1585,"29 , 211",MO,Sullivan County,26791
1586,"29 , 213",MO,Taney County,31065
1587,"29 , 215",MO,Texas County,26138
1588,"29 , 217",MO,Vernon County,30476
1589,"29 , 219",MO,Warren County,44546
1590,"29 , 221",MO,Washington County,28153
1591,"29 , 223",MO,Wayne County,24022
1592,"29 , 225",MO,Webster County,34304
1593,"29 , 227",MO,Worth County,27817
1594,"29 , 229",MO,Wright County,25611
1595,"29 , 510",MO,St. Louis city,28209
1596,"30 , 1",MT,Beaverhead County,31605
1597,"30 , 3",MT,Big Horn County,27719
1598,"30 , 5",MT,Blaine County,25373
1599,"30 , 7",MT,Broadwater County,33360
1600,"30 , 9",MT,Carbon County,34499
1601,"30 , 11",MT,Carter County,26301
1602,"30 , 13",MT,Cascade County,34546
1603,"30 , 15",MT,Chouteau County,28774
1604,"30 , 17",MT,Custer County,31980
1605,"30 , 19",MT,Daniels County,28081
1606,"30 , 21",MT,Dawson County,33900
1607,"30 , 23",MT,Deer Lodge County,28553
1608,"30 , 25",MT,Fallon County,35354
1609,"30 , 27",MT,Fergus County,31612
1610,"30 , 29",MT,Flathead County,37492
1611,"30 , 31",MT,Gallatin County,40724
1612,"30 , 33",MT,Garfield County,28572
1613,"30 , 35",MT,Glacier County,27129
1614,"30 , 37",MT,Golden Valley County,24739
1615,"30 , 39",MT,Granite County,30988
1616,"30 , 41",MT,Hill County,32365
1617,"30 , 43",MT,Jefferson County,45407
1618,"30 , 45",MT,Judith Basin County,27014
1619,"30 , 47",MT,Lake County,30362
1620,"30 , 49",MT,Lewis and Clark County,40578
1621,"30 , 51",MT,Liberty County,28258
1622,"30 , 53",MT,Lincoln County,29331
1623,"30 , 55",MT,McCone County,27921
1624,"30 , 57",MT,Madison County,31856
1625,"30 , 59",MT,Meagher County,26010
1626,"30 , 61",MT,Mineral County,29904
1627,"30 , 63",MT,Missoula County,36790
1628,"30 , 65",MT,Musselshell County,27499
1629,"30 , 67",MT,Park County,32837
1630,"30 , 69",MT,Petroleum County,23622
1631,"30 , 71",MT,Phillips County,29472
1632,"30 , 73",MT,Pondera County,29420
1633,"30 , 75",MT,Powder River County,28851
1634,"30 , 77",MT,Powell County,29676
1635,"30 , 79",MT,Prairie County,28238
1636,"30 , 81",MT,Ravalli County,34907
1637,"30 , 83",MT,Richland County,34365
1638,"30 , 85",MT,Roosevelt County,25677
1639,"30 , 87",MT,Rosebud County,38696
1640,"30 , 89",MT,Sanders County,28456
1641,"30 , 91",MT,Sheridan County,29651
1642,"30 , 93",MT,Silver Bow County,32263
1643,"30 , 95",MT,Stillwater County,44890
1644,"30 , 97",MT,Sweet Grass County,34253
1645,"30 , 99",MT,Teton County,30928
1646,"30 , 101",MT,Toole County,29946
1647,"30 , 103",MT,Treasure County,30961
1648,"30 , 105",MT,Valley County,32391
1649,"30 , 107",MT,Wheatland County,23620
1650,"30 , 109",MT,Wibaux County,29653
1651,"30 , 111",MT,Yellowstone County,41174
1652,"31 , 1",NE,Adams County,38341
1653,"31 , 3",NE,Antelope County,33260
1654,"31 , 5",NE,Arthur County,30848
1655,"31 , 7",NE,Banner County,33703
1656,"31 , 9",NE,Blaine County,27810
1657,"31 , 11",NE,Boone County,34055
1658,"31 , 13",NE,Box Butte County,41119
1659,"31 , 15",NE,Boyd County,27834
1660,"31 , 17",NE,Brown County,31250
1661,"31 , 19",NE,Buffalo County,39968
1662,"31 , 21",NE,Burt County,35319
1663,"31 , 23",NE,Butler County,38209
1664,"31 , 25",NE,Cass County,51019
1665,"31 , 27",NE,Cedar County,38977
1666,"31 , 29",NE,Chase County,34682
1667,"31 , 31",NE,Cherry County,32253
1668,"31 , 33",NE,Cheyenne County,39396
1669,"31 , 35",NE,Clay County,36239
1670,"31 , 37",NE,Colfax County,37261
1671,"31 , 39",NE,Cuming County,36851
1672,"31 , 41",NE,Custer County,33494
1673,"31 , 43",NE,Dakota County,38864
1674,"31 , 45",NE,Dawes County,30007
1675,"31 , 47",NE,Dawson County,36624
1676,"31 , 49",NE,Deuel County,35308
1677,"31 , 51",NE,Dixon County,37285
1678,"31 , 53",NE,Dodge County,39127
1679,"31 , 55",NE,Douglas County,46711
1680,"31 , 57",NE,Dundy County,28846
1681,"31 , 59",NE,Fillmore County,37449
1682,"31 , 61",NE,Franklin County,32069
1683,"31 , 63",NE,Frontier County,34419
1684,"31 , 65",NE,Furnas County,31592
1685,"31 , 67",NE,Gage County,36826
1686,"31 , 69",NE,Garden County,28649
1687,"31 , 71",NE,Garfield County,29624
1688,"31 , 73",NE,Gosper County,38297
1689,"31 , 75",NE,Grant County,36833
1690,"31 , 77",NE,Greeley County,32251
1691,"31 , 79",NE,Hall County,39073
1692,"31 , 81",NE,Hamilton County,44016
1693,"31 , 83",NE,Harlan County,32345
1694,"31 , 85",NE,Hayes County,26372
1695,"31 , 87",NE,Hitchcock County,29759
1696,"31 , 89",NE,Holt County,33077
1697,"31 , 91",NE,Hooker County,32418
1698,"31 , 93",NE,Howard County,35836
1699,"31 , 95",NE,Jefferson County,34735
1700,"31 , 97",NE,Johnson County,37207
1701,"31 , 99",NE,Kearney County,40403
1702,"31 , 101",NE,Keith County,33796
1703,"31 , 103",NE,Keya Paha County,31260
1704,"31 , 105",NE,Kimball County,31457
1705,"31 , 107",NE,Knox County,30724
1706,"31 , 109",NE,Lancaster County,44800
1707,"31 , 111",NE,Lincoln County,39433
1708,"31 , 113",NE,Logan County,35625
1709,"31 , 115",NE,Loup County,31153
1710,"31 , 117",NE,McPherson County,31369
1711,"31 , 119",NE,Madison County,38838
1712,"31 , 121",NE,Merrick County,36976
1713,"31 , 123",NE,Morrill County,32178
1714,"31 , 125",NE,Nance County,32797
1715,"31 , 127",NE,Nemaha County,36500
1716,"31 , 129",NE,Nuckolls County,31034
1717,"31 , 131",NE,Otoe County,40616
1718,"31 , 133",NE,Pawnee County,31380
1719,"31 , 135",NE,Perkins County,35120
1720,"31 , 137",NE,Phelps County,39683
1721,"31 , 139",NE,Pierce County,36735
1722,"31 , 141",NE,Platte County,41553
1723,"31 , 143",NE,Polk County,39159
1724,"31 , 145",NE,Red Willow County,34688
1725,"31 , 147",NE,Richardson County,31381
1726,"31 , 149",NE,Rock County,28045
1727,"31 , 151",NE,Saline County,39740
1728,"31 , 153",NE,Sarpy County,58704
1729,"31 , 155",NE,Saunders County,44371
1730,"31 , 157",NE,Scotts Bluff County,32608
1731,"31 , 159",NE,Seward County,45270
1732,"31 , 161",NE,Sheridan County,30533
1733,"31 , 163",NE,Sherman County,31873
1734,"31 , 165",NE,Sioux County,31322
1735,"31 , 167",NE,Stanton County,39337
1736,"31 , 169",NE,Thayer County,34035
1737,"31 , 171",NE,Thomas County,32683
1738,"31 , 173",NE,Thurston County,29632
1739,"31 , 175",NE,Valley County,30956
1740,"31 , 177",NE,Washington County,51613
1741,"31 , 179",NE,Wayne County,35237
1742,"31 , 181",NE,Webster County,32460
1743,"31 , 183",NE,Wheeler County,34218
1744,"31 , 185",NE,York County,39959
1745,"32 , 1",NV,Churchill County,43069
1746,"32 , 3",NV,Clark County,43756
1747,"32 , 5",NV,Douglas County,53301
1748,"32 , 7",NV,Elko County,49762
1749,"32 , 9",NV,Esmeralda County,35622
1750,"32 , 11",NV,Eureka County,41068
1751,"32 , 13",NV,Humboldt County,45113
1752,"32 , 15",NV,Lander County,46237
1753,"32 , 17",NV,Lincoln County,36160
1754,"32 , 19",NV,Lyon County,43373
1755,"32 , 21",NV,Mineral County,31481
1756,"32 , 23",NV,Nye County,38311
1757,"32 , 27",NV,Pershing County,37228
1758,"32 , 29",NV,Storey County,50077
1759,"32 , 31",NV,Washoe County,50155
1760,"32 , 33",NV,White Pine County,36765
1761,"32 , 510",NV,Carson City,43142
1762,"33 , 1",NH,Belknap County,46877
1763,"33 , 3",NH,Carroll County,43210
1764,"33 , 5",NH,Cheshire County,45179
1765,"33 , 7",NH,Coos County,35260
1766,"33 , 9",NH,Grafton County,46048
1767,"33 , 11",NH,Hillsborough County,56202
1768,"33 , 13",NH,Merrimack County,51508
1769,"33 , 15",NH,Rockingham County,65209
1770,"33 , 17",NH,Strafford County,46354
1771,"33 , 19",NH,Sullivan County,43958
1772,"34 , 1",NJ,Atlantic County,43200
1773,"34 , 3",NJ,Bergen County,64046
1774,"34 , 5",NJ,Burlington County,61479
1775,"34 , 7",NJ,Camden County,47577
1776,"34 , 9",NJ,Cape May County,42072
1777,"34 , 11",NJ,Cumberland County,37931
1778,"34 , 13",NJ,Essex County,42852
1779,"34 , 15",NJ,Gloucester County,57117
1780,"34 , 17",NJ,Hudson County,38828
1781,"34 , 19",NJ,Hunterdon County,84126
1782,"34 , 21",NJ,Mercer County,55587
1783,"34 , 23",NJ,Middlesex County,59359
1784,"34 , 25",NJ,Monmouth County,68911
1785,"34 , 27",NJ,Morris County,80077
1786,"34 , 29",NJ,Ocean County,48269
1787,"34 , 31",NJ,Passaic County,46191
1788,"34 , 33",NJ,Salem County,46952
1789,"34 , 35",NJ,Somerset County,78130
1790,"34 , 37",NJ,Sussex County,69369
1791,"34 , 39",NJ,Union County,53945
1792,"34 , 41",NJ,Warren County,58998
1793,"35 , 1",NM,Bernalillo County,41115
1794,"35 , 3",NM,Catron County,24267
1795,"35 , 5",NM,Chaves County,28708
1796,"35 , 6",NM,Cibola County,28592
1797,"35 , 7",NM,Colfax County,31644
1798,"35 , 9",NM,Curry County,30823
1799,"35 , 11",NM,DeBaca County,26201
1800,"35 , 13",NM,Dona Ana County,30189
1801,"35 , 15",NM,Eddy County,34712
1802,"35 , 17",NM,Grant County,28301
1803,"35 , 19",NM,Guadalupe County,24202
1804,"35 , 21",NM,Harding County,24604
1805,"35 , 23",NM,Hidalgo County,22540
1806,"35 , 25",NM,Lea County,33612
1807,"35 , 27",NM,Lincoln County,33013
1808,"35 , 28",NM,Los Alamos County,93383
1809,"35 , 29",NM,Luna County,22498
1810,"35 , 31",NM,McKinley County,26558
1811,"35 , 33",NM,Mora County,24845
1812,"35 , 35",NM,Otero County,31427
1813,"35 , 37",NM,Quay County,23636
1814,"35 , 39",NM,Rio Arriba County,32523
1815,"35 , 41",NM,Roosevelt County,27315
1816,"35 , 43",NM,Sandoval County,46540
1817,"35 , 45",NM,San Juan County,35976
1818,"35 , 47",NM,San Miguel County,27131
1819,"35 , 49",NM,Santa Fe County,43045
1820,"35 , 51",NM,Sierra County,23163
1821,"35 , 53",NM,Socorro County,25759
1822,"35 , 55",NM,Taos County,28836
1823,"35 , 57",NM,Torrance County,29759
1824,"35 , 59",NM,Union County,28498
1825,"35 , 61",NM,Valencia County,35985
1826,"36 , 1",NY,Albany County,44352
1827,"36 , 3",NY,Allegany County,32902
1828,"36 , 5",NY,Bronx County,27855
1829,"36 , 7",NY,Broome County,36222
1830,"36 , 9",NY,Cattaraugus County,34915
1831,"36 , 11",NY,Cayuga County,38146
1832,"36 , 13",NY,Chautauqua County,33958
1833,"36 , 15",NY,Chemung County,36221
1834,"36 , 17",NY,Chenango County,35088
1835,"36 , 19",NY,Clinton County,38853
1836,"36 , 21",NY,Columbia County,41435
1837,"36 , 23",NY,Cortland County,35547
1838,"36 , 25",NY,Delaware County,32830
1839,"36 , 27",NY,Dutchess County,54518
1840,"36 , 29",NY,Erie County,40828
1841,"36 , 31",NY,Essex County,35832
1842,"36 , 33",NY,Franklin County,32611
1843,"36 , 35",NY,Fulton County,34929
1844,"36 , 37",NY,Genesee County,41091
1845,"36 , 39",NY,Greene County,38038
1846,"36 , 41",NY,Hamilton County,35045
1847,"36 , 43",NY,Herkimer County,34050
1848,"36 , 45",NY,Jefferson County,34462
1849,"36 , 47",NY,Kings County,30672
1850,"36 , 49",NY,Lewis County,34349
1851,"36 , 51",NY,Livingston County,41938
1852,"36 , 53",NY,Madison County,40198
1853,"36 , 55",NY,Monroe County,44403
1854,"36 , 57",NY,Montgomery County,34716
1855,"36 , 59",NY,Nassau County,71246
1856,"36 , 61",NY,New York County,43930
1857,"36 , 63",NY,Niagara County,39020
1858,"36 , 65",NY,Oneida County,36237
1859,"36 , 67",NY,Onondaga County,41922
1860,"36 , 69",NY,Ontario County,45197
1861,"36 , 71",NY,Orange County,53171
1862,"36 , 73",NY,Orleans County,37008
1863,"36 , 75",NY,Oswego County,38230
1864,"36 , 77",NY,Otsego County,34338
1865,"36 , 79",NY,Putnam County,72683
1866,"36 , 81",NY,Queens County,38041
1867,"36 , 83",NY,Rensselaer County,44212
1868,"36 , 85",NY,Richmond County,54252
1869,"36 , 87",NY,Rockland County,65026
1870,"36 , 89",NY,St. Lawrence County,33018
1871,"36 , 91",NY,Saratoga County,53756
1872,"36 , 93",NY,Schenectady County,43441
1873,"36 , 95",NY,Schoharie County,35858
1874,"36 , 97",NY,Schuyler County,36533
1875,"36 , 99",NY,Seneca County,37804
1876,"36 , 101",NY,Steuben County,36278
1877,"36 , 103",NY,Suffolk County,63366
1878,"36 , 105",NY,Sullivan County,37523
1879,"36 , 107",NY,Tioga County,41093
1880,"36 , 109",NY,Tompkins County,38240
1881,"36 , 111",NY,Ulster County,42070
1882,"36 , 113",NY,Warren County,40643
1883,"36 , 115",NY,Washington County,37584
1884,"36 , 117",NY,Wayne County,44063
1885,"36 , 119",NY,Westchester County,61979
1886,"36 , 121",NY,Wyoming County,40116
1887,"36 , 123",NY,Yates County,34998
1888,"37 , 1",NC,Alamance County,38251
1889,"37 , 3",NC,Alexander County,37953
1890,"37 , 5",NC,Alleghany County,28306
1891,"37 , 7",NC,Anson County,28889
1892,"37 , 9",NC,Ashe County,30333
1893,"37 , 11",NC,Avery County,30827
1894,"37 , 13",NC,Beaufort County,32160
1895,"37 , 15",NC,Bertie County,25974
1896,"37 , 17",NC,Bladen County,28278
1897,"37 , 19",NC,Brunswick County,37598
1898,"37 , 21",NC,Buncombe County,37245
1899,"37 , 23",NC,Burke County,34545
1900,"37 , 25",NC,Cabarrus County,47278
1901,"37 , 27",NC,Caldwell County,36055
1902,"37 , 29",NC,Camden County,46409
1903,"37 , 31",NC,Carteret County,39115
1904,"37 , 33",NC,Caswell County,34058
1905,"37 , 35",NC,Catawba County,40206
1906,"37 , 37",NC,Chatham County,44218
1907,"37 , 39",NC,Cherokee County,28521
1908,"37 , 41",NC,Chowan County,32468
1909,"37 , 43",NC,Clay County,31532
1910,"37 , 45",NC,Cleveland County,35179
1911,"37 , 47",NC,Columbus County,27723
1912,"37 , 49",NC,Craven County,37815
1913,"37 , 51",NC,Cumberland County,37342
1914,"37 , 53",NC,Currituck County,44052
1915,"37 , 55",NC,Dare County,44380
1916,"37 , 57",NC,Davidson County,39103
1917,"37 , 59",NC,Davie County,43020
1918,"37 , 61",NC,Duplin County,30705
1919,"37 , 63",NC,Durham County,43186
1920,"37 , 65",NC,Edgecombe County,31451
1921,"37 , 67",NC,Forsyth County,41335
1922,"37 , 69",NC,Franklin County,39599
1923,"37 , 71",NC,Gaston County,39287
