State County,Postal Code,Name,Median Household Income
"30,33",MT,Garfield County,28572
"30,35",MT,Glacier County,27129
"30,37",MT,Golden Valley County,24739
"30,39",MT,Granite County,30988
"30,41",MT,Hill County,32365
"30,43",MT,Jefferson County,45407
"30,45",MT,Judith Basin County,27014
"30,47",MT,Lake County,30362
"30,49",MT,Lewis and Clark County,40578
"30,51",MT,Liberty County,28258
"30,53",MT,Lincoln County,29331
"30,55",MT,McCone County,27921
"30,57",MT,Madison County,31856
"30,59",MT,Meagher County,26010
"30,61",MT,Mineral County,29904
"30,63",MT,Missoula County,36790
"30,65",MT,Musselshell County,27499
"30,67",MT,Park County,32837
"30,69",MT,Petroleum County,23622
"30,71",MT,Phillips County,29472
"30,73",MT,Pondera County,29420
"30,75",MT,Powder River County,28851
"30,77",MT,Powell County,29676
"30,79",MT,Prairie County,28238
"30,81",MT,Ravalli County,34907
"30,83",MT,Richland County,34365
"30,85",MT,Roosevelt County,25677
"30,87",MT,Rosebud County,38696
"30,89",MT,Sanders County,28456
"30,91",MT,Sheridan County,29651
"30,93",MT,Silver Bow County,32263
"30,95",MT,Stillwater County,44890
"30,97",MT,Sweet Grass County,34253
"30,99",MT,Teton County,30928
"30,101",MT,Toole County,29946
"30,103",MT,Treasure County,30961
"30,105",MT,Valley County,32391
"30,107",MT,Wheatland County,23620
"30,109",MT,Wibaux County,29653
"30,111",MT,Yellowstone County,41174
"31,1",NE,Adams County,38341
"31,3",NE,Antelope County,33260
"31,5",NE,Arthur County,30848
"31,7",NE,Banner County,33703
"31,9",NE,Blaine County,27810
"31,11",NE,Boone County,34055
"31,13",NE,Box Butte County,41119
"31,15",NE,Boyd County,27834
"31,17",NE,Brown County,31250
"31,19",NE,Buffalo County,39968
"31,21",NE,Burt County,35319
"31,23",NE,Butler County,38209
"31,25",NE,Cass County,51019
"31,27",NE,Cedar County,38977
"31,29",NE,Chase County,34682
"31,31",NE,Cherry County,32253
"31,33",NE,Cheyenne County,39396
"31,35",NE,Clay County,36239
"31,37",NE,Colfax County,37261
"31,39",NE,Cuming County,36851
"31,41",NE,Custer County,33494
"31,43",NE,Dakota County,38864
"31,45",NE,Dawes County,30007
"31,47",NE,Dawson County,36624
"31,49",NE,Deuel County,35308
"31,51",NE,Dixon County,37285
"31,53",NE,Dodge County,39127
"31,55",NE,Douglas County,46711
"31,57",NE,Dundy County,28846
"31,59",NE,Fillmore County,37449
"31,61",NE,Franklin County,32069
"31,63",NE,Frontier County,34419
"31,65",NE,Furnas County,31592
"31,67",NE,Gage County,36826
"31,69",NE,Garden County,28649
"31,71",NE,Garfield County,29624
"31,73",NE,Gosper County,38297
"31,75",NE,Grant County,36833
"31,77",NE,Greeley County,32251
"31,79",NE,Hall County,39073
"31,81",NE,Hamilton County,44016
"31,83",NE,Harlan County,32345
"31,85",NE,Hayes County,26372
"31,87",NE,Hitchcock County,29759
"31,89",NE,Holt County,33077
"31,91",NE,Hooker County,32418
"31,93",NE,Howard County,35836
"31,95",NE,Jefferson County,34735
"31,97",NE,Johnson County,37207
"31,99",NE,Kearney County,40403
"31,101",NE,Keith County,33796
"31,103",NE,Keya Paha County,31260
"31,105",NE,Kimball County,31457
"31,107",NE,Knox County,30724
"31,109",NE,Lancaster County,44800
"31,111",NE,Lincoln County,39433
"31,113",NE,Logan County,35625
"31,115",NE,Loup County,31153
"31,117",NE,McPherson County,31369
"31,119",NE,Madison County,38838
"31,121",NE,Merrick County,36976
"31,123",NE,Morrill County,32178
"31,125",NE,Nance County,32797
"31,127",NE,Nemaha County,36500
"31,129",NE,Nuckolls County,31034
"31,131",NE,Otoe County,40616
"31,133",NE,Pawnee County,31380
"31,135",NE,Perkins County,35120
"31,137",NE,Phelps County,39683
"31,139",NE,Pierce County,36735
"31,141",NE,Platte County,41553
"31,143",NE,Polk County,39159
"31,145",NE,Red Willow County,34688
"31,147",NE,Richardson County,31381
"31,149",NE,Rock County,28045
"31,151",NE,Saline County,39740
"31,153",NE,Sarpy County,58704
"31,155",NE,Saunders County,44371
"31,157",NE,Scotts Bluff County,32608
"31,159",NE,Seward County,45270
"31,161",NE,Sheridan County,30533
"31,163",NE,Sherman County,31873
"31,165",NE,Sioux County,31322
"31,167",NE,Stanton County,39337
"31,169",NE,Thayer County,34035
"31,171",NE,Thomas County,32683
"31,173",NE,Thurston County,29632
"31,175",NE,Valley County,30956
"31,177",NE,Washington County,51613
"31,179",NE,Wayne County,35237
"31,181",NE,Webster County,32460
"31,183",NE,Wheeler County,34218
"31,185",NE,York County,39959
"32,1",NV,Churchill County,43069
"32,3",NV,Clark County,43756
"32,5",NV,Douglas County,53301
"32,7",NV,Elko County,49762
"32,9",NV,Esmeralda County,35622
"32,11",NV,Eureka County,41068
"32,13",NV,Humboldt County,45113
"32,15",NV,Lander County,46237
"32,17",NV,Lincoln County,36160
"32,19",NV,Lyon County,43373
"32,21",NV,Mineral County,31481
"32,23",NV,Nye County,38311
"32,27",NV,Pershing County,37228
"32,29",NV,Storey County,50077
"32,31",NV,Washoe County,50155
"32,33",NV,White Pine County,36765
"32,510",NV,Carson City,43142
"33,1",NH,Belknap County,46877
"33,3",NH,Carroll County,43210
"33,5",NH,Cheshire County,45179
"33,7",NH,Coos County,35260
"33,9",NH,Grafton County,46048
"33,11",NH,Hillsborough County,56202
"33,13",NH,Merrimack County,51508
"33,15",NH,Rockingham County,65209
"33,17",NH,Strafford County,46354
"33,19",NH,Sullivan County,43958
"34,1",NJ,Atlantic County,43200
"34,3",NJ,Bergen County,64046
"34,5",NJ,Burlington County,61479
"34,7",NJ,Camden County,47577
"34,9",NJ,Cape May County,42072
"34,11",NJ,Cumberland County,37931
"34,13",NJ,Essex County,42852
"34,15",NJ,Gloucester County,57117
"34,17",NJ,Hudson County,38828
"34,19",NJ,Hunterdon County,84126
"34,21",NJ,Mercer County,55587
"34,23",NJ,Middlesex County,59359
"34,25",NJ,Monmouth County,68911
"34,27",NJ,Morris County,80077
"34,29",NJ,Ocean County,48269
"34,31",NJ,Passaic County,46191
"34,33",NJ,Salem County,46952
"34,35",NJ,Somerset County,78130
"34,37",NJ,Sussex County,69369
"34,39",NJ,Union County,53945
"34,41",NJ,Warren County,58998
"35,1",NM,Bernalillo County,41115
"35,3",NM,Catron County,24267
"35,5",NM,Chaves County,28708
"35,6",NM,Cibola County,28592
"35,7",NM,Colfax County,31644
"35,9",NM,Curry County,30823
"35,11",NM,DeBaca County,26201
"35,13",NM,Dona Ana County,30189
"35,15",NM,Eddy County,34712
"35,17",NM,Grant County,28301
"35,19",NM,Guadalupe County,24202
"35,21",NM,Harding County,24604
"35,23",NM,Hidalgo County,22540
"35,25",NM,Lea County,33612
"35,27",NM,Lincoln County,33013
"35,28",NM,Los Alamos County,93383
"35,29",NM,Luna County,22498
"35,31",NM,McKinley County,26558
"35,33",NM,Mora County,24845
"35,35",NM,Otero County,31427
"35,37",NM,Quay County,23636
"35,39",NM,Rio Arriba County,32523
"35,41",NM,Roosevelt County,27315
"35,43",NM,Sandoval County,46540
"35,45",NM,San Juan County,35976
"35,47",NM,San Miguel County,27131
"35,49",NM,Santa Fe County,43045
"35,51",NM,Sierra County,23163
"35,53",NM,Socorro County,25759
"35,55",NM,Taos County,28836
"35,57",NM,Torrance County,29759
"35,59",NM,Union County,28498
"35,61",NM,Valencia County,35985
"36,1",NY,Albany County,44352
"36,3",NY,Allegany County,32902
"36,5",NY,Bronx County,27855
"36,7",NY,Broome County,36222
"36,9",NY,Cattaraugus County,34915
"36,11",NY,Cayuga County,38146
"36,13",NY,Chautauqua County,33958
"36,15",NY,Chemung County,36221
"36,17",NY,Chenango County,35088
"36,19",NY,Clinton County,38853
"36,21",NY,Columbia County,41435
"36,23",NY,Cortland County,35547
"36,25",NY,Delaware County,32830
"36,27",NY,Dutchess County,54518
"36,29",NY,Erie County,40828
"36,31",NY,Essex County,35832
"36,33",NY,Franklin County,32611
"36,35",NY,Fulton County,34929
"36,37",NY,Genesee County,41091
"36,39",NY,Greene County,38038
"36,41",NY,Hamilton County,35045
"36,43",NY,Herkimer County,34050
"36,45",NY,Jefferson County,34462
"36,47",NY,Kings County,30672
"36,49",NY,Lewis County,34349
"36,51",NY,Livingston County,41938
"36,53",NY,Madison County,40198
"36,55",NY,Monroe County,44403
"36,57",NY,Montgomery County,34716
"36,59",NY,Nassau County,71246
"36,61",NY,New York County,43930
"36,63",NY,Niagara County,39020
"36,65",NY,Oneida County,36237
"36,67",NY,Onondaga County,41922
"36,69",NY,Ontario County,45197
"36,71",NY,Orange County,53171
"36,73",NY,Orleans County,37008
"36,75",NY,Oswego County,38230
"36,77",NY,Otsego County,34338
"36,79",NY,Putnam County,72683
"36,81",NY,Queens County,38041
"36,83",NY,Rensselaer County,44212
"36,85",NY,Richmond County,54252
"36,87",NY,Rockland County,65026
"36,89",NY,St. Lawrence County,33018
"36,91",NY,Saratoga County,53756
"36,93",NY,Schenectady County,43441
"36,95",NY,Schoharie County,35858
"36,97",NY,Schuyler County,36533
"36,99",NY,Seneca County,37804
"36,101",NY,Steuben County,36278
"36,103",NY,Suffolk County,63366
"36,105",NY,Sullivan County,37523
"36,107",NY,Tioga County,41093
"36,109",NY,Tompkins County,38240
"36,111",NY,Ulster County,42070
"36,113",NY,Warren County,40643
"36,115",NY,Washington County,37584
"36,117",NY,Wayne County,44063
"36,119",NY,Westchester County,61979
"36,121",NY,Wyoming County,40116
"36,123",NY,Yates County,34998
"37,1",NC,Alamance County,38251
"37,3",NC,Alexander County,37953
"37,5",NC,Alleghany County,28306
"37,7",NC,Anson County,28889
"37,9",NC,Ashe County,30333
"37,11",NC,Avery County,30827
"37,13",NC,Beaufort County,32160
"37,15",NC,Bertie County,25974
"37,17",NC,Bladen County,28278
"37,19",NC,Brunswick County,37598
"37,21",NC,Buncombe County,37245
"37,23",NC,Burke County,34545
"37,25",NC,Cabarrus County,47278
"37,27",NC,Caldwell County,36055
"37,29",NC,Camden County,46409
"37,31",NC,Carteret County,39115
"37,33",NC,Caswell County,34058
"37,35",NC,Catawba County,40206
"37,37",NC,Chatham County,44218
"37,39",NC,Cherokee County,28521
"37,41",NC,Chowan County,32468
"37,43",NC,Clay County,31532
"37,45",NC,Cleveland County,35179
"37,47",NC,Columbus County,27723
"37,49",NC,Craven County,37815
"37,51",NC,Cumberland County,37342
"37,53",NC,Currituck County,44052
"37,55",NC,Dare County,44380
"37,57",NC,Davidson County,39103
"37,59",NC,Davie County,43020
"37,61",NC,Duplin County,30705
"37,63",NC,Durham County,43186
"37,65",NC,Edgecombe County,31451
"37,67",NC,Forsyth County,41335
"37,69",NC,Franklin County,39599
"37,71",NC,Gaston County,39287
"37,73",NC,Gates County,35287
"37,75",NC,Graham County,28520
"37,77",NC,Granville County,38568
"37,79",NC,Greene County,32817
"37,81",NC,Guilford County,41698
"37,83",NC,Halifax County,26704
"37,85",NC,Harnett County,35734
"37,87",NC,Haywood County,34752
"37,89",NC,Henderson County,37987
"37,91",NC,Hertford County,26948
"37,93",NC,Hoke County,32823
"37,95",NC,Hyde County,27431
"37,97",NC,Iredell County,42603
"37,99",NC,Jackson County,32923
"37,101",NC,Johnston County,43154
"37,103",NC,Jones County,31791
"37,105",NC,Lee County,39442
"37,107",NC,Lenoir County,31016
"37,109",NC,Lincoln County,42256
"37,111",NC,McDowell County,31892
"37,113",NC,Macon County,33375
"37,115",NC,Madison County,31562
"37,117",NC,Martin County,29185
"37,119",NC,Mecklenburg County,49085
"37,121",NC,Mitchell County,31273
"37,123",NC,Montgomery County,31508
"37,125",NC,Moore County,41234
"37,127",NC,Nash County,37471
"37,129",NC,New Hanover County,40405
"37,131",NC,Northampton County,27209
"37,133",NC,Onslow County,33108
"37,135",NC,Orange County,45509
"37,137",NC,Pamlico County,33780
"37,139",NC,Pasquotank County,32308
"37,141",NC,Pender County,35631
"37,143",NC,Perquimans County,31201
"37,145",NC,Person County,37355
"37,147",NC,Pitt County,33817
"37,149",NC,Polk County,37683
"37,151",NC,Randolph County,37671
"37,153",NC,Richmond County,28347
"37,155",NC,Robeson County,26870
"37,157",NC,Rockingham County,34502
"37,159",NC,Rowan County,37774
"37,161",NC,Rutherford County,32290
"37,163",NC,Sampson County,32129
"37,165",NC,Scotland County,29782
"37,167",NC,Stanly County,36678
"37,169",NC,Stokes County,41587
"37,171",NC,Surry County,31759
"37,173",NC,Swain County,32330
"37,175",NC,Transylvania County,36229
"37,177",NC,Tyrrell County,25843
"37,179",NC,Union County,53889
"37,181",NC,Vance County,30281
"37,183",NC,Wake County,57040
"37,185",NC,Warren County,26359
"37,187",NC,Washington County,28269
"37,189",NC,Watauga County,33219
"37,191",NC,Wayne County,33763
"37,193",NC,Wilkes County,34161
"37,195",NC,Wilson County,33723
"37,197",NC,Yadkin County,37588
"37,199",NC,Yancey County,30260
"38,1",ND,Adams County,31003
"38,3",ND,Barnes County,36475
"38,5",ND,Benson County,29385
"38,7",ND,Billings County,36480
"38,9",ND,Bottineau County,38280
"38,11",ND,Bowman County,38520
"38,13",ND,Burke County,32060
"38,15",ND,Burleigh County,45704
"38,17",ND,Cass County,43464
"38,19",ND,Cavalier County,37026
"38,21",ND,Dickey County,34001
"38,23",ND,Divide County,30963
"38,25",ND,Dunn County,32783
"38,27",ND,Eddy County,33069
"38,29",ND,Emmons County,28825
"38,31",ND,Foster County,37931
"38,33",ND,Golden Valley County,31921
"38,35",ND,Grand Forks County,38796
"38,37",ND,Grant County,26491
"38,39",ND,Griggs County,34773
"38,41",ND,Hettinger County,32296
"38,43",ND,Kidder County,28659
"38,45",ND,LaMoure County,36750
"38,47",ND,Logan County,30919
"38,49",ND,McHenry County,31719
"38,51",ND,McIntosh County,29149
"38,53",ND,McKenzie County,31259
"38,55",ND,McLean County,36823
"38,57",ND,Mercer County,51488
"38,59",ND,Morton County,40970
"38,61",ND,Mountrail County,32235
"38,63",ND,Nelson County,32429
"38,65",ND,Oliver County,42565
"38,67",ND,Pembina County,39184
"38,69",ND,Pierce County,30461
"38,71",ND,Ramsey County,36606
"38,73",ND,Ransom County,42187
"38,75",ND,Renville County,40357
"38,77",ND,Richland County,38990
"38,79",ND,Rolette County,27812
"38,81",ND,Sargent County,42773
"38,83",ND,Sheridan County,28031
"38,85",ND,Sioux County,24627
"38,87",ND,Slope County,27532
"38,89",ND,Stark County,37044
"38,91",ND,Steele County,44293
"38,93",ND,Stutsman County,37153
"38,95",ND,Towner County,37573
"38,97",ND,Traill County,41019
"38,99",ND,Walsh County,35930
"38,101",ND,Ward County,38388
"38,103",ND,Wells County,35745
"38,105",ND,Williams County,36452
"39,1",OH,Adams County,30487
"39,3",OH,Allen County,39069
"39,5",OH,Ashland County,39953
"39,7",OH,Ashtabula County,36034
"39,9",OH,Athens County,29230
"39,11",OH,Auglaize County,44763
"39,13",OH,Belmont County,31559
"39,15",OH,Brown County,40096
"39,17",OH,Butler County,47954
"39,19",OH,Carroll County,36270
"39,21",OH,Champaign County,44351
"39,23",OH,Clark County,40027
"39,25",OH,Clermont County,51940
"39,27",OH,Clinton County,41650
"39,29",OH,Columbiana County,34732
"39,31",OH,Coshocton County,35268
"39,33",OH,Crawford County,37307
"39,35",OH,Cuyahoga County,39551
"39,37",OH,Darke County,40934
"39,39",OH,Defiance County,45434
"39,41",OH,Delaware County,73375
"39,43",OH,Erie County,43716
"39,45",OH,Fairfield County,51300
"39,47",OH,Fayette County,39126
"39,49",OH,Franklin County,44967
"39,51",OH,Fulton County,46402
"39,53",OH,Gallia County,32233
"39,55",OH,Geauga County,59235
"39,57",OH,Greene County,50088
"39,59",OH,Guernsey County,32165
"39,61",OH,Hamilton County,44093
"39,63",OH,Hancock County,44957
"39,65",OH,Hardin County,35897
"39,67",OH,Harrison County,31490
"39,69",OH,Henry County,44296
"39,71",OH,Highland County,36532
"39,73",OH,Hocking County,35449
"39,75",OH,Holmes County,38713
"39,77",OH,Huron County,41234
"39,79",OH,Jackson County,32024
"39,81",OH,Jefferson County,32493
"39,83",OH,Knox County,40829
"39,85",OH,Lake County,48452
"39,87",OH,Lawrence County,30158
"39,89",OH,Licking County,46494
"39,91",OH,Logan County,43487
"39,93",OH,Lorain County,45051
"39,95",OH,Lucas County,40172
"39,97",OH,Madison County,44626
"39,99",OH,Mahoning County,36413
"39,101",OH,Marion County,39378
"39,103",OH,Medina County,57539
"39,105",OH,Meigs County,27849
"39,107",OH,Mercer County,44830
"39,109",OH,Miami County,44811
"39,111",OH,Monroe County,33436
"39,113",OH,Montgomery County,41283
"39,115",OH,Morgan County,31671
"39,117",OH,Morrow County,42842
"39,119",OH,Muskingum County,36120
"39,121",OH,Noble County,32836
"39,123",OH,Ottawa County,45638
"39,125",OH,Paulding County,40382
"39,127",OH,Perry County,35162
"39,129",OH,Pickaway County,42686
"39,131",OH,Pike County,32951
"39,133",OH,Portage County,44615
"39,135",OH,Preble County,41895
"39,137",OH,Putnam County,48174
"39,139",OH,Richland County,38595
"39,141",OH,Ross County,38067
"39,143",OH,Sandusky County,41619
"39,145",OH,Scioto County,29216
"39,147",OH,Seneca County,38736
"39,149",OH,Shelby County,45580
"39,151",OH,Stark County,40347
"39,153",OH,Summit County,42843
"39,155",OH,Trumbull County,38206
"39,157",OH,Tuscarawas County,36803
"39,159",OH,Union County,54470
"39,161",OH,Van Wert County,40239
"39,163",OH,Vinton County,31044
"39,165",OH,Warren County,61931
"39,167",OH,Washington County,35251
"39,169",OH,Wayne County,42079
"39,171",OH,Williams County,40623
"39,173",OH,Wood County,45741
"39,175",OH,Wyandot County,40819
"40,1",OK,Adair County,27374
"40,3",OK,Alfalfa County,31630
"40,5",OK,Atoka County,26703
"40,7",OK,Beaver County,38161
"40,9",OK,Beckham County,31659
"40,11",OK,Blaine County,29487
"40,13",OK,Bryan County,28687
"40,15",OK,Caddo County,29057
"40,17",OK,Canadian County,50181
"40,19",OK,Carter County,30870
"40,21",OK,Cherokee County,28084
"40,23",OK,Choctaw County,24458
"40,25",OK,Cimarron County,27439
"40,27",OK,Cleveland County,45889
"40,29",OK,Coal County,24536
"40,31",OK,Comanche County,34704
"40,33",OK,Cotton County,29262
"40,35",OK,Craig County,32549
"40,37",OK,Creek County,35379
"40,39",OK,Custer County,30533
"40,41",OK,Delaware County,29752
"40,43",OK,Dewey County,31615
"40,45",OK,Ellis County,31123
"40,47",OK,Garfield County,34432
"40,49",OK,Garvin County,30705
"40,51",OK,Grady County,36847
"40,53",OK,Grant County,31420
"40,55",OK,Greer County,25334
"40,57",OK,Harmon County,23582
"40,59",OK,Harper County,39497
"40,61",OK,Haskell County,27644
"40,63",OK,Hughes County,24613
"40,65",OK,Jackson County,34449
"40,67",OK,Jefferson County,24303
"40,69",OK,Johnston County,27357
"40,71",OK,Kay County,33128
"40,73",OK,Kingfisher County,41000
"40,75",OK,Kiowa County,27520
"40,77",OK,Latimer County,28497
"40,79",OK,Le Flore County,28586
"40,81",OK,Lincoln County,33030
"40,83",OK,Logan County,40997
"40,85",OK,Love County,34309
"40,87",OK,McClain County,39983
"40,89",OK,McCurtain County,25186
"40,91",OK,McIntosh County,26796
"40,93",OK,Major County,35110
"40,95",OK,Marshall County,28423
"40,97",OK,Mayes County,32199
"40,99",OK,Murray County,31166
"40,101",OK,Muskogee County,30676
"40,103",OK,Noble County,34890
"40,105",OK,Nowata County,31229
"40,107",OK,Okfuskee County,25205
"40,109",OK,Oklahoma County,37421
"40,111",OK,Okmulgee County,29104
"40,113",OK,Osage County,36590
"40,115",OK,Ottawa County,28473
"40,117",OK,Pawnee County,33024
"40,119",OK,Payne County,31031
"40,121",OK,Pittsburg County,31255
"40,123",OK,Pontotoc County,28493
"40,125",OK,Pottawatomie County,33737
"40,127",OK,Pushmataha County,24071
"40,129",OK,Roger Mills County,33436
"40,131",OK,Rogers County,47878
"40,133",OK,Seminole County,26564
"40,135",OK,Sequoyah County,29303
"40,137",OK,Stephens County,33734
"40,139",OK,Texas County,33847
"40,141",OK,Tillman County,25878
"40,143",OK,Tulsa County,39434
"40,145",OK,Wagoner County,43281
"40,147",OK,Washington County,37787
"40,149",OK,Washita County,31483
"40,151",OK,Woods County,31245
"40,153",OK,Woodward County,36030
"41,1",OR,Baker County,30546
"41,3",OR,Benton County,43674
"41,5",OR,Clackamas County,52367
"41,7",OR,Clatsop County,36087
"41,9",OR,Columbia County,47156
"41,11",OR,Coos County,32015
"41,13",OR,Crook County,35968
"41,15",OR,Curry County,31399
"41,17",OR,Deschutes County,44154
"41,19",OR,Douglas County,34500
"41,21",OR,Gilliam County,38063
"41,23",OR,Grant County,32934
"41,25",OR,Harney County,30966
"41,27",OR,Hood River County,38616
"41,29",OR,Jackson County,36737
"41,31",OR,Jefferson County,35741
"41,33",OR,Josephine County,31578
"41,35",OR,Klamath County,32414
"41,37",OR,Lake County,30579
"41,39",OR,Lane County,36685
"41,41",OR,Lincoln County,33334
"41,43",OR,Linn County,38449
"41,45",OR,Malheur County,29530
"41,47",OR,Marion County,39470
"41,49",OR,Morrow County,40469
"41,51",OR,Multnomah County,41781
"41,53",OR,Polk County,43469
"41,55",OR,Sherman County,36321
"41,57",OR,Tillamook County,34795
"41,59",OR,Umatilla County,36901
"41,61",OR,Union County,35694
"41,63",OR,Wallowa County,33082
"41,65",OR,Wasco County,34183
"41,67",OR,Washington County,54184
"41,69",OR,Wheeler County,29359
"41,71",OR,Yamhill County,43663
"42,1",PA,Adams County,47177
"42,3",PA,Allegheny County,41468
"42,5",PA,Armstrong County,34570
"42,7",PA,Beaver County,37937
"42,9",PA,Bedford County,34870
"42,11",PA,Berks County,45214
"42,13",PA,Blair County,34300
"42,15",PA,Bradford County,36817
"42,17",PA,Bucks County,62548
"42,19",PA,Butler County,46435
"42,21",PA,Cambria County,31306
"42,23",PA,Cameron County,33780
"42,25",PA,Carbon County,38816
"42,27",PA,Centre County,37720
"42,29",PA,Chester County,68044
"42,31",PA,Clarion County,32782
"42,33",PA,Clearfield County,33040
"42,35",PA,Clinton County,33037
"42,37",PA,Columbia County,36619
"42,39",PA,Crawford County,33989
"42,41",PA,Cumberland County,49077
"42,43",PA,Dauphin County,45557
"42,45",PA,Delaware County,49862
"42,47",PA,Elk County,39467
"42,49",PA,Erie County,37129
"42,51",PA,Fayette County,29506
"42,53",PA,Forest County,29446
"42,55",PA,Franklin County,42963
"42,57",PA,Fulton County,37945
"42,59",PA,Greene County,31709
"42,61",PA,Huntingdon County,34267
"42,63",PA,Indiana County,32563
"42,65",PA,Jefferson County,32961
"42,67",PA,Juniata County,38356
"42,69",PA,Lackawanna County,36725
"42,71",PA,Lancaster County,47499
"42,73",PA,Lawrence County,34558
"42,75",PA,Lebanon County,42673
"42,77",PA,Lehigh County,44385
"42,79",PA,Luzerne County,35518
"42,81",PA,Lycoming County,35969
"42,83",PA,Mc Kean County,34500
"42,85",PA,Mercer County,35693
"42,87",PA,Mifflin County,34103
"42,89",PA,Monroe County,48297
"42,91",PA,Montgomery County,65316
"42,93",PA,Montour County,41373
"42,95",PA,Northampton County,48808
"42,97",PA,Northumberland County,33802
"42,99",PA,Perry County,44391
"42,101",PA,Philadelphia County,30517
"42,103",PA,Pike County,49024
"42,105",PA,Potter County,35091
"42,107",PA,Schuylkill County,34777
"42,109",PA,Snyder County,37689
"42,111",PA,Somerset County,31905
"42,113",PA,Sullivan County,31499
"42,115",PA,Susquehanna County,34944
"42,117",PA,Tioga County,33133
"42,119",PA,Union County,39530
"42,121",PA,Venango County,32959
"42,123",PA,Warren County,36377
"42,125",PA,Washington County,40449
"42,127",PA,Wayne County,36597
"42,129",PA,Westmoreland County,39921
"42,131",PA,Wyoming County,38741
"42,133",PA,York County,48025
"44,1",RI,Bristol County,52614
"44,3",RI,Kent County,51134
"44,5",RI,Newport County,51470
"44,7",RI,Providence County,38728
"44,9",RI,Washington County,57276
"45,1",SC,Abbeville County,30578
"45,3",SC,Aiken County,39360
"45,5",SC,Allendale County,21006
"45,7",SC,Anderson County,38355
"45,9",SC,Bamberg County,24860
"45,11",SC,Barnwell County,26597
"45,13",SC,Beaufort County,46669
"45,15",SC,Berkeley County,42058
"45,17",SC,Calhoun County,33782
"45,19",SC,Charleston County,39319
"45,21",SC,Cherokee County,34344
"45,23",SC,Chester County,33068
"45,25",SC,Chesterfield County,30516
"45,27",SC,Clarendon County,26765
"45,29",SC,Colleton County,29760
"45,31",SC,Darlington County,31413
"45,33",SC,Dillon County,26806
"45,35",SC,Dorchester County,44564
"45,37",SC,Edgefield County,34544
"45,39",SC,Fairfield County,30925
"45,41",SC,Florence County,34948
"45,43",SC,Georgetown County,36473
"45,45",SC,Greenville County,42081
"45,47",SC,Greenwood County,34662
"45,49",SC,Hampton County,28284
"45,51",SC,Horry County,35630
"45,53",SC,Jasper County,28628
"45,55",SC,Kershaw County,40328
"45,57",SC,Lancaster County,34329
"45,59",SC,Laurens County,32544
"45,61",SC,Lee County,26065
"45,63",SC,Lexington County,45803
"45,65",SC,McCormick County,30443
"45,67",SC,Marion County,26281
"45,69",SC,Marlboro County,26968
"45,71",SC,Newberry County,33210
"45,73",SC,Oconee County,38246
"45,75",SC,Orangeburg County,29437
"45,77",SC,Pickens County,37885
"45,79",SC,Richland County,39811
"45,81",SC,Saluda County,31626
"45,83",SC,Spartanburg County,38172
"45,85",SC,Sumter County,32863
"45,87",SC,Union County,31555
"45,89",SC,Williamsburg County,24771
"45,91",SC,York County,45698
"46,3",SD,Aurora County,33642
"46,5",SD,Beadle County,33768
"46,7",SD,Bennett County,25909
"46,9",SD,Bon Homme County,32599
"46,11",SD,Brookings County,37987
"46,13",SD,Brown County,39980
"46,15",SD,Brule County,32936
"46,17",SD,Buffalo County,17136
"46,19",SD,Butte County,32574
"46,21",SD,Campbell County,30326
"46,23",SD,Charles Mix County,28296
"46,25",SD,Clark County,31111
"46,27",SD,Clay County,30328
"46,29",SD,Codington County,39673
"46,31",SD,Corson County,22752
"46,33",SD,Custer County,39794
"46,35",SD,Davison County,37598
"46,37",SD,Day County,32086
"46,39",SD,Deuel County,36893
"46,41",SD,Dewey County,26360
"46,43",SD,Douglas County,32073
"46,45",SD,Edmunds County,36677
"46,47",SD,Fall River County,30330
"46,49",SD,Faulk County,31116
"46,51",SD,Grant County,36779
"46,53",SD,Gregory County,27073
"46,55",SD,Haakon County,33137
"46,57",SD,Hamlin County,36968
"46,59",SD,Hand County,33312
"46,61",SD,Hanson County,39530
"46,63",SD,Harding County,31088
"46,65",SD,Hughes County,46638
"46,67",SD,Hutchinson County,33437
"46,69",SD,Hyde County,33282
"46,71",SD,Jackson County,23406
"46,73",SD,Jerauld County,32552
"46,75",SD,Jones County,31686
"46,77",SD,Kingsbury County,34427
"46,79",SD,Lake County,38482
"46,81",SD,Lawrence County,35534
"46,83",SD,Lincoln County,59703
"46,85",SD,Lyman County,29648
"46,87",SD,McCook County,38046
"46,89",SD,McPherson County,25703
"46,91",SD,Marshall County,32529
"46,93",SD,Meade County,41788
"46,95",SD,Mellette County,23864
"46,97",SD,Miner County,30754
"46,99",SD,Minnehaha County,45970
"46,101",SD,Moody County,38206
"46,103",SD,Pennington County,39214
"46,105",SD,Perkins County,29050
"46,107",SD,Potter County,33412
"46,109",SD,Roberts County,29888
"46,111",SD,Sanborn County,35470
"46,113",SD,Shannon County,22817
"46,115",SD,Spink County,31847
"46,117",SD,Stanley County,44024
"46,119",SD,Sully County,35468
"46,121",SD,Todd County,20845
"46,123",SD,Tripp County,31052
"46,125",SD,Turner County,38659
"46,127",SD,Union County,49365
"46,129",SD,Walworth County,29576
"46,135",SD,Yankton County,37123
"46,137",SD,Ziebach County,17879
"47,1",TN,Anderson County,38288
"47,3",TN,Bedford County,37443
"47,5",TN,Benton County,29063
"47,7",TN,Bledsoe County,29861
"47,9",TN,Blount County,40678
